Priority,bike_id,rideable_type,cluster_name,health_score,health_category,total_trips,total_distance_km,complaint_count,avg_user_rating,days_since_service,is_anomaly
39,EBIKE_1537,electric_bike,🟠 Heavy Usage,0.47591132748808623,🟡 Warning,1057,2531.11,18,3.994350282485876,179,True
40,EBIKE_0930,electric_bike,🟠 Heavy Usage,0.47589114055849663,🟡 Warning,2456,5775.25,67,4.004866180048662,56,True
41,CLASSIC_1799,classic_bike,🟡 Moderate Usage,0.47538837076567414,🟡 Warning,62,165.1199999999999,5,4.0,173,False
42,EBIKE_0814,electric_bike,🟠 Heavy Usage,0.4737508925863219,🟡 Warning,3989,9559.94,83,4.0353535353535355,46,True
43,CLASSIC_1066,classic_bike,🟡 Moderate Usage,0.4690733451574049,🟡 Warning,67,155.17000000000007,5,3.5,157,False
44,CLASSIC_0390,classic_bike,🟠 Heavy Usage,0.46852713053757,🟡 Warning,1189,3390.9900000000002,27,4.1098901098901095,87,True
45,EBIKE_2779,electric_bike,🟠 Heavy Usage,0.467057959244336,🟡 Warning,4377,10362.880000000001,100,4.049230769230769,32,True
46,EBIKE_1561,electric_bike,🟠 Heavy Usage,0.4658674840716601,🟡 Warning,2410,5841.339999999999,39,3.9789473684210526,67,True
47,EBIKE_0804,electric_bike,🟠 Heavy Usage,0.465300056173212,🟡 Warning,1671,4007.6,50,4.129032258064516,126,True
48,CLASSIC_0154,classic_bike,🟠 Heavy Usage,0.46332264907021586,🟡 Warning,932,2707.78,15,4.015037593984962,128,True
49,EBIKE_0636,electric_bike,🟡 Moderate Usage,0.4633212787018602,🟡 Warning,77,176.0600000000004,5,4.363636363636363,178,False
50,CLASSIC_1718,classic_bike,🟠 Heavy Usage,0.4596633655632781,🟡 Warning,864,2649.89,20,4.1395348837209305,101,True
51,EBIKE_2200,electric_bike,🟠 Heavy Usage,0.45855621840961913,🟡 Warning,2435,5638.89,79,3.98050139275766,17,True
52,CLASSIC_0880,classic_bike,🟢 Light Usage,0.4581709558457059,🟡 Warning,68,209.1300000000001,5,3.2222222222222223,155,False
53,EBIKE_2897,electric_bike,🟠 Heavy Usage,0.45639029238043427,🟡 Warning,2417,5589.009999999999,76,3.973372781065089,20,True
54,EBIKE_1664,electric_bike,🟠 Heavy Usage,0.45586263960296125,🟡 Warning,1082,2660.5899999999997,20,3.9545454545454546,165,True
55,EBIKE_1794,electric_bike,🟠 Heavy Usage,0.4538056671499367,🟡 Warning,2056,4861.64,53,3.968454258675079,46,True
56,EBIKE_1341,electric_bike,🟡 Moderate Usage,0.4532210537263932,🟡 Warning,86,183.82000000000005,6,4.142857142857143,176,False
57,CLASSIC_1074,classic_bike,🟠 Heavy Usage,0.4528892154452215,🟡 Warning,1017,2987.9100000000003,22,4.112582781456954,79,True
58,EBIKE_2023,electric_bike,🟡 Moderate Usage,0.45247966238822035,🟡 Warning,113,243.71999999999997,8,3.5625,152,False
59,EBIKE_0622,electric_bike,🟠 Heavy Usage,0.45232198403695706,🟡 Warning,1123,2565.86,25,4.076470588235294,150,True
60,EBIKE_2694,electric_bike,🟠 Heavy Usage,0.45219390841734314,🟡 Warning,2326,5590.4400000000005,50,4.008695652173913,44,True
61,CLASSIC_1228,classic_bike,🟠 Heavy Usage,0.45014262398815263,🟡 Warning,832,2441.4700000000003,19,4.092436974789916,90,True
62,CLASSIC_1864,classic_bike,🟠 Heavy Usage,0.4500202517564588,🟡 Warning,877,2449.74,26,4.059259259259259,140,True
63,CLASSIC_0556,classic_bike,🟡 Moderate Usage,0.4496417129359255,🟡 Warning,46,103.13999999999999,3,3.888888888888889,167,False
64,EBIKE_2381,electric_bike,🟡 Moderate Usage,0.44953638278209695,🟡 Warning,88,217.18000000000006,5,3.5384615384615383,165,False
65,EBIKE_0664,electric_bike,🟡 Moderate Usage,0.44900463181811145,🟡 Warning,106,240.80999999999997,6,3.35,148,False
66,EBIKE_1695,electric_bike,🟠 Heavy Usage,0.4481164168417157,🟡 Warning,1760,4294.75,56,4.034090909090909,39,True
67,EBIKE_1426,electric_bike,🟠 Heavy Usage,0.44719752141308816,🟡 Warning,1017,2354.5699999999997,25,3.931972789115646,154,True
68,EBIKE_1959,electric_bike,🟡 Moderate Usage,0.4471849249868757,🟡 Warning,69,129.4599999999998,3,3.0,118,True
69,CLASSIC_1667,classic_bike,🟢 Light Usage,0.44615149101226814,🟡 Warning,341,1217.35,19,4.0,176,True
70,EBIKE_1033,electric_bike,🟠 Heavy Usage,0.4458461629674653,🟡 Warning,1452,3470.97,41,4.024154589371981,106,True
71,EBIKE_1231,electric_bike,🟡 Moderate Usage,0.445397633584478,🟡 Warning,83,171.61,5,3.533333333333333,169,False
72,CLASSIC_0206,classic_bike,🟡 Moderate Usage,0.4442352044469531,🟡 Warning,49,124.63000000000011,3,4.125,173,False
73,EBIKE_2989,electric_bike,🟡 Moderate Usage,0.4441858884622861,🟡 Warning,81,177.12,5,3.4285714285714284,149,False
74,EBIKE_1390,electric_bike,🟠 Heavy Usage,0.44333756275860403,🟡 Warning,888,2094.15,27,3.891304347826087,143,False
75,EBIKE_0021,electric_bike,🟡 Moderate Usage,0.44098686431537,🟡 Warning,155,347.56999999999994,10,4.0,178,False
76,EBIKE_2472,electric_bike,🟡 Moderate Usage,0.4404860395769457,🟡 Warning,83,200.90999999999985,6,4.333333333333333,132,False
77,CLASSIC_1750,classic_bike,🟢 Light Usage,0.43995261074786823,🟡 Warning,97,301.8899999999999,6,3.6923076923076925,169,True
78,EBIKE_1186,electric_bike,🟠 Heavy Usage,0.43968763649808945,🟡 Warning,2102,4955.900000000001,59,4.0364238410596025,29,True
79,CLASSIC_1047,classic_bike,🟡 Moderate Usage,0.4390456250234883,🟡 Warning,49,141.67000000000007,4,3.888888888888889,112,False
80,EBIKE_1159,electric_bike,🟡 Moderate Usage,0.4387194976164319,🟡 Warning,109,225.56000000000017,7,3.45,149,False
81,EBIKE_2401,electric_bike,🟠 Heavy Usage,0.437889696363673,🟡 Warning,950,2290.19,27,3.885496183206107,142,False
82,EBIKE_0399,electric_bike,🟠 Heavy Usage,0.43785567352028454,🟡 Warning,1533,3458.1800000000003,36,4.11,63,True
83,EBIKE_2493,electric_bike,🟡 Moderate Usage,0.4371697965333931,🟡 Warning,101,209.80000000000007,7,3.3333333333333335,120,False
84,CLASSIC_1400,classic_bike,🟢 Light Usage,0.43714585509900294,🟡 Warning,51,188.3800000000001,4,5.0,125,True
85,EBIKE_2093,electric_bike,🟡 Moderate Usage,0.4364570432825494,🟡 Warning,177,410.7399999999998,11,4.333333333333333,161,False
86,EBIKE_2773,electric_bike,🟡 Moderate Usage,0.4360829116862977,🟡 Warning,98,221.46999999999997,6,3.8421052631578947,179,False
87,CLASSIC_0006,classic_bike,🟢 Light Usage,0.43451357366611343,🟡 Warning,54,137.79000000000002,4,3.857142857142857,169,False
88,EBIKE_1456,electric_bike,🟠 Heavy Usage,0.4341313942977978,🟡 Warning,2024,4891.21,52,3.923357664233577,22,True
89,EBIKE_0179,electric_bike,🟡 Moderate Usage,0.43378685956858337,🟡 Warning,89,204.6400000000001,6,4.083333333333333,173,False
90,EBIKE_1218,electric_bike,🟠 Heavy Usage,0.43349299089469673,🟡 Warning,1624,3670.6699999999996,42,4.036585365853658,39,True
91,EBIKE_0974,electric_bike,🟠 Heavy Usage,0.43333424232023005,🟡 Warning,1415,3327.0200000000004,44,4.121076233183857,41,True
92,CLASSIC_1889,classic_bike,🟠 Heavy Usage,0.4326647953403247,🟡 Warning,1237,3580.2099999999996,29,4.034285714285715,49,True
93,EBIKE_0884,electric_bike,🟠 Heavy Usage,0.43237369468791653,🟡 Warning,1790,4286.83,46,3.9133858267716537,22,True
94,CLASSIC_1616,classic_bike,🟠 Heavy Usage,0.43147947349756743,🟡 Warning,1610,4645.39,43,4.050420168067227,14,True
95,EBIKE_1479,electric_bike,🟠 Heavy Usage,0.4313765930055237,🟡 Warning,995,2331.11,27,3.9562043795620436,133,True
96,EBIKE_1392,electric_bike,🟡 Moderate Usage,0.43120108005733904,🟡 Warning,91,189.03999999999996,4,3.111111111111111,143,False
97,CLASSIC_1638,classic_bike,🟠 Heavy Usage,0.4311114935653412,🟡 Warning,1385,3843.5099999999993,41,4.0,12,True
98,EBIKE_0497,electric_bike,🟠 Heavy Usage,0.43082263218074124,🟡 Warning,1263,2857.38,32,4.085889570552148,109,True
99,EBIKE_0343,electric_bike,🟡 Moderate Usage,0.43048980737130615,🟡 Warning,77,178.73999999999998,6,4.333333333333333,121,False
100,CLASSIC_0465,classic_bike,🟡 Moderate Usage,0.4302004716025452,🟡 Warning,54,131.10000000000036,2,2.857142857142857,155,False
101,CLASSIC_1534,classic_bike,🟡 Moderate Usage,0.430059528740605,🟡 Warning,76,167.13,4,3.6,163,False
102,EBIKE_0840,electric_bike,🟠 Heavy Usage,0.4300279076230169,🟡 Warning,1998,4434.09,57,4.122743682310469,5,True
103,EBIKE_1002,electric_bike,🟡 Moderate Usage,0.4298526810517022,🟡 Warning,79,160.88,5,4.25,143,False
104,EBIKE_2116,electric_bike,🟡 Moderate Usage,0.4297470263569201,🟡 Warning,76,172.28999999999996,5,3.857142857142857,158,False
105,EBIKE_1290,electric_bike,🟠 Heavy Usage,0.4291062700582207,🟡 Warning,1245,3035.16,35,4.04,111,True
106,EBIKE_2110,electric_bike,🟡 Moderate Usage,0.4288639756859818,🟡 Warning,148,305.02,9,3.6470588235294117,152,False
107,CLASSIC_0704,classic_bike,🟡 Moderate Usage,0.42879361564111956,🟡 Warning,45,108.73000000000002,4,4.0,98,False
108,EBIKE_1904,electric_bike,🟡 Moderate Usage,0.4285807539906854,🟡 Warning,136,274.14,6,3.4285714285714284,176,False
109,CLASSIC_0446,classic_bike,🟠 Heavy Usage,0.42772589894161994,🟡 Warning,907,2590.2299999999996,35,3.8296296296296295,20,True
110,EBIKE_0758,electric_bike,🟡 Moderate Usage,0.4270628928951028,🟡 Warning,841,1939.7399999999998,28,3.9606299212598426,179,True
111,EBIKE_1357,electric_bike,🟡 Moderate Usage,0.4267937892079141,🟡 Warning,95,210.82000000000062,6,3.625,142,False
112,CLASSIC_0131,classic_bike,🟢 Light Usage,0.42641564194144205,🟡 Warning,58,202.4000000000001,3,3.2,131,True
113,EBIKE_0486,electric_bike,🟡 Moderate Usage,0.4260266551064949,🟡 Warning,109,282.3000000000002,7,3.6842105263157894,146,False
114,EBIKE_2262,electric_bike,🟢 Light Usage,0.4258161757837092,🟡 Warning,79,265.8699999999999,5,4.066666666666666,172,False
115,EBIKE_2282,electric_bike,🟠 Heavy Usage,0.4257792722997008,🟡 Warning,2099,5035.700000000001,58,4.052795031055901,9,True
116,EBIKE_1617,electric_bike,🟡 Moderate Usage,0.42549764964521514,🟡 Warning,171,364.8199999999997,9,3.761904761904762,176,False
117,EBIKE_1581,electric_bike,🟢 Light Usage,0.42534761858833026,🟡 Warning,82,198.51999999999998,4,3.0,173,False
118,EBIKE_1608,electric_bike,🟡 Moderate Usage,0.42512129186525904,🟡 Warning,91,177.77999999999975,5,3.9285714285714284,169,False
119,EBIKE_0569,electric_bike,🟡 Moderate Usage,0.42385531998894727,🟡 Warning,132,295.45000000000005,10,4.411764705882353,131,False
120,CLASSIC_0565,classic_bike,🟡 Moderate Usage,0.4234362595038814,🟡 Warning,74,185.74,4,3.75,176,False
121,CLASSIC_1424,classic_bike,🟠 Heavy Usage,0.42272543141026775,🟡 Warning,949,2899.39,33,4.070063694267516,13,True
122,CLASSIC_1104,classic_bike,🟠 Heavy Usage,0.4224775362682531,🟡 Warning,1794,4922.65,45,4.069230769230769,2,True
123,CLASSIC_0539,classic_bike,🟡 Moderate Usage,0.4214929026120553,🟡 Warning,58,142.53,3,3.909090909090909,175,False
124,CLASSIC_0021,classic_bike,🟡 Moderate Usage,0.4214365650209819,🟡 Warning,41,102.39999999999998,2,5.0,163,True
125,CLASSIC_0089,classic_bike,🟢 Light Usage,0.4214086399074484,🟡 Warning,86,271.67999999999995,5,3.6923076923076925,172,False
126,EBIKE_0635,electric_bike,🟡 Moderate Usage,0.4207739993296561,🟡 Warning,117,207.61,6,3.9411764705882355,120,True
127,CLASSIC_0334,classic_bike,🟡 Moderate Usage,0.42058841863736435,🟡 Warning,45,120.89999999999986,2,3.8,165,False
128,EBIKE_2395,electric_bike,🟡 Moderate Usage,0.42054561600099394,🟡 Warning,462,961.9000000000001,18,3.9577464788732395,179,False
129,EBIKE_1251,electric_bike,🟡 Moderate Usage,0.4203668775840192,🟡 Warning,330,866.68,14,3.64,174,False
130,EBIKE_1654,electric_bike,🟠 Heavy Usage,0.42016685664231374,🟡 Warning,1311,3148.8399999999997,40,4.114678899082569,23,True
131,EBIKE_0925,electric_bike,🟠 Heavy Usage,0.4201122488949498,🟡 Warning,1148,2728.2999999999997,29,3.890547263681592,101,True
132,CLASSIC_0356,classic_bike,🟢 Light Usage,0.41961246955277676,🟡 Warning,44,148.5,2,3.0,146,True
133,EBIKE_2298,electric_bike,🟡 Moderate Usage,0.4191940836206064,🟡 Warning,142,289.2300000000005,7,4.0476190476190474,169,False
134,EBIKE_2071,electric_bike,🟡 Moderate Usage,0.41761704862642013,🟡 Warning,116,284.47,7,3.823529411764706,169,False
135,CLASSIC_1178,classic_bike,🟡 Moderate Usage,0.4175708388432887,🟡 Warning,142,392.2900000000001,11,3.375,67,False
136,EBIKE_1055,electric_bike,🟡 Moderate Usage,0.4175358518160823,🟡 Warning,108,266.0999999999999,7,3.5384615384615383,128,False
137,CLASSIC_1716,classic_bike,🟡 Moderate Usage,0.41718815818836896,🟡 Warning,64,156.48999999999978,3,3.3333333333333335,146,False
138,EBIKE_2408,electric_bike,🟡 Moderate Usage,0.41690047272329683,🟡 Warning,90,237.5,5,3.8333333333333335,178,False
139,EBIKE_0213,electric_bike,🟡 Moderate Usage,0.41570504368474126,🟡 Warning,115,261.90000000000055,5,4.1,174,False
140,CLASSIC_0069,classic_bike,🟠 Heavy Usage,0.41488323386342907,🟡 Warning,956,2573.71,34,3.9022556390977443,3,True
141,CLASSIC_1591,classic_bike,🟠 Heavy Usage,0.4144036850578415,🟡 Warning,1246,3557.6100000000006,29,4.136150234741784,19,True
142,EBIKE_2416,electric_bike,🟡 Moderate Usage,0.413744211912396,🟡 Warning,75,139.45000000000005,5,3.727272727272727,81,True
143,EBIKE_2140,electric_bike,🟡 Moderate Usage,0.4135686082321814,🟡 Warning,74,176.82999999999993,5,3.5714285714285716,123,False
144,CLASSIC_1349,classic_bike,🟡 Moderate Usage,0.4131851744266154,🟡 Warning,56,115.67000000000002,2,4.5,164,True
145,EBIKE_0820,electric_bike,🟡 Moderate Usage,0.41310298954290847,🟡 Warning,195,480.93000000000006,11,3.6818181818181817,160,False
146,EBIKE_0186,electric_bike,🟠 Heavy Usage,0.41294477862517687,🟡 Warning,1102,2717.39,27,4.180232558139535,106,True
147,EBIKE_2943,electric_bike,🟡 Moderate Usage,0.41273732545642167,🟡 Warning,105,253.93999999999983,7,3.8333333333333335,150,False
148,CLASSIC_1340,classic_bike,🟡 Moderate Usage,0.4126900908361615,🟡 Warning,52,124.91000000000003,2,4.0,177,False
149,EBIKE_1387,electric_bike,🟠 Heavy Usage,0.4097254322590801,🟡 Warning,1405,3291.98,28,3.9906976744186045,91,True
150,CLASSIC_0557,classic_bike,🟢 Light Usage,0.4092704508711875,🟡 Warning,54,160.17000000000053,3,3.6153846153846154,163,False
151,EBIKE_1334,electric_bike,🟡 Moderate Usage,0.40921768000052694,🟡 Warning,99,218.06999999999994,5,3.6666666666666665,167,False
152,EBIKE_0741,electric_bike,🟡 Moderate Usage,0.4089056708292598,🟡 Warning,101,217.30000000000018,5,4.363636363636363,177,False
153,EBIKE_1135,electric_bike,🟡 Moderate Usage,0.40869947867770234,🟡 Warning,822,1964.2199999999998,29,3.8114754098360657,156,False
154,EBIKE_1198,electric_bike,🟠 Heavy Usage,0.4084504403748403,🟡 Warning,1790,4115.91,42,4.059760956175299,2,True
155,EBIKE_2045,electric_bike,🟡 Moderate Usage,0.4081942878185031,🟡 Warning,87,231.37000000000012,7,4.466666666666667,108,False
156,EBIKE_0241,electric_bike,🟡 Moderate Usage,0.4080571388932703,🟡 Warning,93,197.20000000000027,5,4.625,153,False
157,EBIKE_1063,electric_bike,🟡 Moderate Usage,0.4080403512689615,🟡 Warning,80,190.0999999999999,6,4.363636363636363,109,False
158,EBIKE_2917,electric_bike,🟠 Heavy Usage,0.40795817486664615,🟡 Warning,1030,2476.21,19,3.96,114,True
159,EBIKE_1837,electric_bike,🟡 Moderate Usage,0.4074031524985124,🟡 Warning,105,240.19000000000005,4,3.3846153846153846,174,False
160,EBIKE_2529,electric_bike,🟠 Heavy Usage,0.4072729514113694,🟡 Warning,1039,2416.37,24,3.876543209876543,105,True
161,EBIKE_1488,electric_bike,🟡 Moderate Usage,0.4069676046323792,🟡 Warning,452,1060.5899999999992,16,3.873015873015873,172,False
162,CLASSIC_1089,classic_bike,🟢 Light Usage,0.40694771344711445,🟡 Warning,58,174.4599999999998,4,3.4285714285714284,114,False
163,EBIKE_0143,electric_bike,🟠 Heavy Usage,0.4065507176015089,🟡 Warning,830,2016.4699999999998,29,4.1603053435114505,95,False
164,CLASSIC_1000,classic_bike,🟡 Moderate Usage,0.40627649156078127,🟡 Warning,55,155.73000000000002,3,3.4285714285714284,134,False
165,CLASSIC_0790,classic_bike,🟢 Light Usage,0.4055075079594116,🟡 Warning,52,157.51999999999998,4,4.1,115,False
166,EBIKE_0460,electric_bike,🟡 Moderate Usage,0.4052259514717398,🟡 Warning,87,177.60000000000036,4,4.1,175,False
167,EBIKE_0182,electric_bike,🟡 Moderate Usage,0.4047395360659116,🟡 Warning,108,272.02,7,4.5,151,False
168,EBIKE_1925,electric_bike,🟠 Heavy Usage,0.40446889224922156,🟡 Warning,902,2130.47,25,4.056451612903226,110,False
169,EBIKE_1795,electric_bike,🟡 Moderate Usage,0.4037416146331755,🟡 Warning,95,217.39999999999986,5,4.214285714285714,175,False
170,EBIKE_2423,electric_bike,🟡 Moderate Usage,0.4032756357768502,🟡 Warning,146,286.81999999999994,7,4.3478260869565215,159,False
171,EBIKE_0004,electric_bike,🟠 Heavy Usage,0.40297877494031653,🟡 Warning,1269,3078.6800000000003,33,4.016129032258065,69,True
172,EBIKE_2997,electric_bike,🟡 Moderate Usage,0.40281421335441653,🟡 Warning,622,1523.7399999999998,20,4.048076923076923,173,False
173,CLASSIC_0604,classic_bike,🟢 Light Usage,0.402304868973391,🟡 Warning,49,139.76,5,3.5,27,True
174,CLASSIC_1203,classic_bike,🟡 Moderate Usage,0.402296237169453,🟡 Warning,81,229.26,5,4.0,130,False
175,CLASSIC_1866,classic_bike,🟢 Light Usage,0.4017163291035642,🟡 Warning,57,178.23000000000002,4,3.5,96,True
176,EBIKE_0866,electric_bike,🟡 Moderate Usage,0.401695940501065,🟡 Warning,111,275.32000000000016,6,4.777777777777778,165,False
177,EBIKE_2454,electric_bike,🟡 Moderate Usage,0.40116499212936646,🟡 Warning,79,183.64,5,4.375,149,False
178,CLASSIC_0309,classic_bike,🟢 Light Usage,0.40092758951011276,🟡 Warning,65,221.21,3,3.9,165,True
179,CLASSIC_1584,classic_bike,🟠 Heavy Usage,0.40092738976205755,🟡 Warning,967,2601.52,14,4.078740157480315,69,True
180,EBIKE_1584,electric_bike,🟠 Heavy Usage,0.40074433318131103,🟡 Warning,1547,3491.1,40,4.0606060606060606,20,True
181,CLASSIC_1494,classic_bike,🟢 Light Usage,0.39954994527874466,🟡 Warning,86,241.4000000000001,7,3.9375,139,False
182,CLASSIC_0171,classic_bike,🟢 Light Usage,0.39921105327491,🟡 Warning,48,166.37,3,4.285714285714286,118,True
183,CLASSIC_1348,classic_bike,🟠 Heavy Usage,0.3991488084432199,🟡 Warning,1009,2776.8399999999997,27,3.954248366013072,25,True
184,CLASSIC_1815,classic_bike,🟢 Light Usage,0.3981722523833471,🟡 Warning,526,1624.06,20,3.8266666666666667,170,True
185,EBIKE_0547,electric_bike,🟡 Moderate Usage,0.3977277302814729,🟡 Warning,123,235.4699999999999,6,4.2631578947368425,144,False
186,CLASSIC_1201,classic_bike,🟢 Light Usage,0.3974177965954372,🟡 Warning,44,131.62999999999988,3,4.166666666666667,140,False
187,CLASSIC_0768,classic_bike,🟡 Moderate Usage,0.3968485452894771,🟡 Warning,63,134.25,1,3.076923076923077,172,False
188,EBIKE_1199,electric_bike,🟡 Moderate Usage,0.3968123580177399,🟡 Warning,105,262.1700000000001,4,3.5,167,False
189,EBIKE_2513,electric_bike,🟡 Moderate Usage,0.39566227245347113,🟡 Warning,118,203.6899999999996,3,3.923076923076923,168,True
190,EBIKE_0196,electric_bike,🟡 Moderate Usage,0.39553794022892097,🟡 Warning,72,148.21999999999997,7,3.9166666666666665,21,False
191,EBIKE_2061,electric_bike,🟡 Moderate Usage,0.3952594191962381,🟡 Warning,275,625.04,14,3.9166666666666665,162,False
192,CLASSIC_0054,classic_bike,🟢 Light Usage,0.39501740265959084,🟡 Warning,94,283.15999999999985,5,4.214285714285714,172,False
193,EBIKE_0183,electric_bike,🟡 Moderate Usage,0.39488080636671696,🟡 Warning,89,180.1099999999999,4,4.1,172,False
194,EBIKE_1157,electric_bike,🟠 Heavy Usage,0.3939555852336716,🟡 Warning,1330,2935.41,24,4.023474178403756,26,True
195,CLASSIC_0155,classic_bike,🟢 Light Usage,0.3938446672270671,🟡 Warning,60,163.3800000000001,3,3.6666666666666665,168,False
196,EBIKE_1846,electric_bike,🟡 Moderate Usage,0.39370739919140696,🟡 Warning,223,565.5999999999999,11,3.7560975609756095,161,False
197,CLASSIC_0518,classic_bike,🟠 Heavy Usage,0.3936365480593008,🟡 Warning,1052,3040.3099999999995,19,4.07051282051282,11,True
198,CLASSIC_0542,classic_bike,🟢 Light Usage,0.3936227236607699,🟡 Warning,65,230.80000000000018,5,4.181818181818182,93,True
199,EBIKE_0559,electric_bike,🟡 Moderate Usage,0.39359331501897704,🟡 Warning,138,306.66999999999996,6,3.85,179,False
200,CLASSIC_1460,classic_bike,🟢 Light Usage,0.39355381012285506,🟡 Warning,62,286.1999999999998,5,3.6666666666666665,8,True
201,EBIKE_0452,electric_bike,🟡 Moderate Usage,0.3932558426377408,🟡 Warning,113,224.33999999999992,5,4.25,175,False
